Karyawan_Id,Nama,Alamat,Jabatan_Id
200,Dewi Maulana,Alamat_200,3
201,Kiki Siregar,Alamat_201,4
202,Joko Santoso,Alamat_202,4
203,Joko Rahmawati,Alamat_203,4
204,Dewi Gunawan,Alamat_204,1
205,Xenia Rahmawati,Alamat_205,7
206,Yusuf Nugroho,Alamat_206,2
207,Lina Nugroho,Alamat_207,1
208,Hana Santoso,Alamat_208,2
209,Xenia Wijaya,Alamat_209,9
210,Zahra Pratama,Alamat_210,5
211,Lina Syahputra,Alamat_211,1
212,Citra Siregar,Alamat_212,10
213,Rizky Fadillah,Alamat_213,1
214,Yusuf Andriani,Alamat_214,7
215,Nina Wijaya,Alamat_215,8
216,Zahra Sutanto,Alamat_216,7
217,Nina Maulana,Alamat_217,9
218,Umi Pratama,Alamat_218,7
219,Tono Wijaya,Alamat_219,7
220,Lina Kurniawan,Alamat_220,6
221,Umi Santoso,Alamat_221,4
222,Abdullah Kurniawan,Alamat_222,4
223,Nina Maulana,Alamat_223,5
224,Umi Maulana,Alamat_224,7
225,Dewi Siregar,Alamat_225,10
226,Putri Fadillah,Alamat_226,4
227,Lina Gunawan,Alamat_227,7
228,Qori Siregar,Alamat_228,7
229,Eko Lestari,Alamat_229,9
230,Oki Syahputra,Alamat_230,8
231,Fatimah Fadillah,Alamat_231,1
232,Qori Maulana,Alamat_232,2
233,Qori Kurniawan,Alamat_233,8
234,Gilang Syahputra,Alamat_234,2
235,Qori Nugroho,Alamat_235,9
236,Dewi Syahputra,Alamat_236,3
237,Joko Santoso,Alamat_237,4
238,Miko Gunawan,Alamat_238,2
239,Sari Nugroho,Alamat_239,8
240,Gilang Kurniawan,Alamat_240,9
241,Hana Gunawan,Alamat_241,7
242,Wawan Santoso,Alamat_242,4
243,Zahra Maulana,Alamat_243,4
244,Rizky Saputra,Alamat_244,10
245,Miko Wijaya,Alamat_245,7
246,Aisyah Saputra,Alamat_246,5
247,Zahra Santoso,Alamat_247,3
248,Abdullah Sutanto,Alamat_248,9
249,Kiki Kurniawan,Alamat_249,7
250,Dewi Siregar,Alamat_250,8
251,Eko Nugroho,Alamat_251,8
252,Aisyah Wijaya,Alamat_252,8
253,Sari Kurniawan,Alamat_253,9
254,Umi Fadillah,Alamat_254,2
255,Iqbal Santoso,Alamat_255,8
256,Oki Syahputra,Alamat_256,2
257,Dewi Siregar,Alamat_257,2
258,Sari Fadillah,Alamat_258,5
259,Sari Maulana,Alamat_259,5
260,Budi Siregar,Alamat_260,4
261,Nina Sutanto,Alamat_261,8
262,Gilang Sutanto,Alamat_262,8
263,Kiki Gunawan,Alamat_263,7
264,Nina Maulana,Alamat_264,1
265,Umi Fadillah,Alamat_265,8
266,Qori Maulana,Alamat_266,7
267,Abdullah Wijaya,Alamat_267,1
268,Xenia Fadillah,Alamat_268,10
269,Putri Lestari,Alamat_269,10
270,Nina Pratama,Alamat_270,2
271,Sari Fadillah,Alamat_271,4
272,Budi Saputra,Alamat_272,1
273,Nina Pratama,Alamat_273,9
274,Miko Sutanto,Alamat_274,7
275,Fatimah Lestari,Alamat_275,1
276,Miko Saputra,Alamat_276,4
277,Umi Lestari,Alamat_277,1
278,Sari Rahmawati,Alamat_278,6
279,Hana Santoso,Alamat_279,4
280,Rizky Andriani,Alamat_280,5
281,Tono Lestari,Alamat_281,9
282,Tono Lestari,Alamat_282,5
283,Aisyah Nugroho,Alamat_283,7
284,Eko Andriani,Alamat_284,10
285,Miko Wijaya,Alamat_285,7
286,Hana Pratama,Alamat_286,1
287,Putri Gunawan,Alamat_287,8
288,Zahra Gunawan,Alamat_288,4
289,Abdullah Lestari,Alamat_289,8
290,Hana Wijaya,Alamat_290,10
291,Tono Syahputra,Alamat_291,10
292,Joko Nugroho,Alamat_292,9
293,Iqbal Sutanto,Alamat_293,8
294,Citra Saputra,Alamat_294,5
295,Gilang Gunawan,Alamat_295,6
296,Oki Lestari,Alamat_296,3
297,Joko Saputra,Alamat_297,8
298,Vina Siregar,Alamat_298,5
299,Yusuf Lestari,Alamat_299,2
300,Vina Gunawan,Alamat_300,2
301,Oki Gunawan,Alamat_301,9
302,Hana Nugroho,Alamat_302,3
303,Aisyah Syahputra,Alamat_303,5
304,Budi Rahmawati,Alamat_304,4
305,Miko Gunawan,Alamat_305,4
306,Dewi Santoso,Alamat_306,7
307,Oki Andriani,Alamat_307,3
308,Miko Nugroho,Alamat_308,10
309,Yusuf Saputra,Alamat_309,4
310,Oki Nugroho,Alamat_310,4
311,Iqbal Andriani,Alamat_311,10
312,Abdullah Saputra,Alamat_312,6
313,Hana Kurniawan,Alamat_313,6
314,Budi Saputra,Alamat_314,1
315,Gilang Wijaya,Alamat_315,7
316,Qori Lestari,Alamat_316,6
317,Eko Nugroho,Alamat_317,7
318,Abdullah Gunawan,Alamat_318,6
319,Xenia Sutanto,Alamat_319,6
320,Yusuf Sutanto,Alamat_320,4
321,Yusuf Santoso,Alamat_321,2
322,Yusuf Kurniawan,Alamat_322,9
323,Wawan Gunawan,Alamat_323,4
324,Umi Kurniawan,Alamat_324,7
325,Dewi Rahmawati,Alamat_325,1
326,Xenia Santoso,Alamat_326,9
327,Yusuf Wijaya,Alamat_327,1
328,Rizky Maulana,Alamat_328,8
329,Sari Syahputra,Alamat_329,10
330,Qori Andriani,Alamat_330,9
331,Lina Gunawan,Alamat_331,6
332,Hana Pratama,Alamat_332,5
333,Hana Syahputra,Alamat_333,6
334,Joko Lestari,Alamat_334,9
335,Aisyah Kurniawan,Alamat_335,1
336,Vina Pratama,Alamat_336,8
337,Sari Maulana,Alamat_337,4
338,Nina Kurniawan,Alamat_338,8
339,Nina Nugroho,Alamat_339,8
340,Oki Syahputra,Alamat_340,2
341,Gilang Kurniawan,Alamat_341,2
342,Sari Syahputra,Alamat_342,5
343,Miko Sutanto,Alamat_343,5
344,Budi Fadillah,Alamat_344,6
345,Gilang Maulana,Alamat_345,9
346,Hana Saputra,Alamat_346,1
347,Gilang Nugroho,Alamat_347,2
348,Miko Nugroho,Alamat_348,5
349,Rizky Saputra,Alamat_349,4
350,Qori Siregar,Alamat_350,5
351,Qori Kurniawan,Alamat_351,2
352,Fatimah Santoso,Alamat_352,6
353,Umi Kurniawan,Alamat_353,10
354,Budi Nugroho,Alamat_354,10
355,Abdullah Siregar,Alamat_355,5
356,Eko Sutanto,Alamat_356,5
357,Tono Andriani,Alamat_357,2
358,Miko Rahmawati,Alamat_358,1
359,Aisyah Lestari,Alamat_359,2
360,Xenia Sutanto,Alamat_360,8
361,Rizky Lestari,Alamat_361,4
362,Fatimah Gunawan,Alamat_362,8
363,Joko Maulana,Alamat_363,3
364,Abdullah Maulana,Alamat_364,1
365,Yusuf Sutanto,Alamat_365,1
366,Tono Santoso,Alamat_366,1
367,Kiki Sutanto,Alamat_367,6
368,Nina Kurniawan,Alamat_368,1
369,Vina Kurniawan,Alamat_369,5
370,Putri Maulana,Alamat_370,7
371,Hana Lestari,Alamat_371,10
372,Sari Syahputra,Alamat_372,7
373,Hana Sutanto,Alamat_373,8
374,Qori Sutanto,Alamat_374,8
375,Putri Siregar,Alamat_375,10
376,Umi Nugroho,Alamat_376,2
377,Vina Gunawan,Alamat_377,2
378,Umi Lestari,Alamat_378,5
379,Joko Pratama,Alamat_379,2
380,Fatimah Syahputra,Alamat_380,4
381,Iqbal Wijaya,Alamat_381,1
382,Dewi Gunawan,Alamat_382,3
383,Putri Wijaya,Alamat_383,7
384,Gilang Fadillah,Alamat_384,1
385,Kiki Siregar,Alamat_385,6
386,Fatimah Santoso,Alamat_386,1
387,Tono Siregar,Alamat_387,6
388,Oki Pratama,Alamat_388,8
389,Iqbal Gunawan,Alamat_389,10
390,Vina Kurniawan,Alamat_390,8
391,Nina Nugroho,Alamat_391,3
392,Oki Santoso,Alamat_392,5
393,Sari Siregar,Alamat_393,2
394,Vina Siregar,Alamat_394,3
395,Rizky Wijaya,Alamat_395,10
396,Citra Fadillah,Alamat_396,10
397,Joko Nugroho,Alamat_397,6
398,Dewi Pratama,Alamat_398,2
399,Sari Fadillah,Alamat_399,6
400,Citra Siregar,Alamat_400,9
401,Budi Pratama,Alamat_401,8
402,Kiki Pratama,Alamat_402,9
403,Budi Santoso,Alamat_403,5
404,Qori Fadillah,Alamat_404,2
405,Miko Syahputra,Alamat_405,6
406,Tono Andriani,Alamat_406,4
407,Iqbal Gunawan,Alamat_407,1
408,Miko Maulana,Alamat_408,7
409,Nina Pratama,Alamat_409,4
410,Putri Gunawan,Alamat_410,3
411,Citra Nugroho,Alamat_411,1
412,Lina Rahmawati,Alamat_412,10
413,Zahra Nugroho,Alamat_413,10
414,Wawan Nugroho,Alamat_414,3
415,Joko Siregar,Alamat_415,7
416,Abdullah Sutanto,Alamat_416,7
417,Oki Syahputra,Alamat_417,7
418,Qori Nugroho,Alamat_418,1
419,Umi Santoso,Alamat_419,10
420,Eko Siregar,Alamat_420,2
421,Abdullah Nugroho,Alamat_421,6
422,Hana Wijaya,Alamat_422,10
423,Citra Siregar,Alamat_423,6
424,Abdullah Santoso,Alamat_424,9
425,Qori Kurniawan,Alamat_425,9
426,Sari Sutanto,Alamat_426,7
427,Nina Syahputra,Alamat_427,6
428,Sari Pratama,Alamat_428,6
429,Hana Andriani,Alamat_429,10
430,Putri Lestari,Alamat_430,7
431,Kiki Maulana,Alamat_431,10
432,Abdullah Fadillah,Alamat_432,5
433,Joko Syahputra,Alamat_433,10
434,Sari Saputra,Alamat_434,7
435,Putri Fadillah,Alamat_435,3
436,Umi Pratama,Alamat_436,1
437,Yusuf Andriani,Alamat_437,3
438,Qori Pratama,Alamat_438,1
439,Joko Saputra,Alamat_439,10
440,Putri Wijaya,Alamat_440,7
441,Budi Kurniawan,Alamat_441,5
442,Zahra Wijaya,Alamat_442,10
443,Vina Siregar,Alamat_443,7
444,Zahra Maulana,Alamat_444,8
445,Xenia Fadillah,Alamat_445,10
446,Iqbal Wijaya,Alamat_446,9
447,Qori Sutanto,Alamat_447,5
448,Hana Saputra,Alamat_448,4
449,Aisyah Siregar,Alamat_449,9
450,Yusuf Wijaya,Alamat_450,3
451,Lina Rahmawati,Alamat_451,1
452,Abdullah Lestari,Alamat_452,5
453,Budi Santoso,Alamat_453,9
454,Aisyah Saputra,Alamat_454,10
455,Abdullah Gunawan,Alamat_455,9
456,Rizky Santoso,Alamat_456,2
457,Xenia Pratama,Alamat_457,10
458,Joko Saputra,Alamat_458,10
459,Oki Nugroho,Alamat_459,1
460,Eko Nugroho,Alamat_460,9
461,Fatimah Maulana,Alamat_461,2
462,Zahra Wijaya,Alamat_462,5
463,Rizky Gunawan,Alamat_463,1
464,Miko Siregar,Alamat_464,1
465,Putri Santoso,Alamat_465,3
466,Lina Pratama,Alamat_466,6
467,Hana Andriani,Alamat_467,4
468,Sari Andriani,Alamat_468,5
469,Eko Gunawan,Alamat_469,6
470,Abdullah Andriani,Alamat_470,6
471,Oki Syahputra,Alamat_471,7
472,Miko Fadillah,Alamat_472,1
473,Joko Rahmawati,Alamat_473,8
474,Lina Rahmawati,Alamat_474,2
475,Fatimah Lestari,Alamat_475,6
476,Sari Santoso,Alamat_476,5
477,Oki Andriani,Alamat_477,2
478,Fatimah Wijaya,Alamat_478,8
479,Aisyah Wijaya,Alamat_479,10
480,Hana Pratama,Alamat_480,6
481,Kiki Maulana,Alamat_481,7
482,Dewi Lestari,Alamat_482,1
483,Hana Wijaya,Alamat_483,8
484,Abdullah Lestari,Alamat_484,8
485,Qori Kurniawan,Alamat_485,7
486,Eko Andriani,Alamat_486,6
487,Miko Siregar,Alamat_487,8
488,Gilang Rahmawati,Alamat_488,5
489,Citra Pratama,Alamat_489,9
490,Qori Lestari,Alamat_490,2
491,Budi Andriani,Alamat_491,3
492,Putri Pratama,Alamat_492,3
493,Hana Santoso,Alamat_493,7
494,Gilang Kurniawan,Alamat_494,1
495,Qori Lestari,Alamat_495,4
496,Yusuf Siregar,Alamat_496,6
497,Xenia Kurniawan,Alamat_497,2
498,Putri Saputra,Alamat_498,9
499,Sari Kurniawan,Alamat_499,7
500,Hana Lestari,Alamat_500,7
501,Putri Maulana,Alamat_501,10
502,Tono Andriani,Alamat_502,10
503,Dewi Saputra,Alamat_503,8
504,Eko Gunawan,Alamat_504,6
505,Citra Saputra,Alamat_505,4
506,Hana Andriani,Alamat_506,3
507,Citra Siregar,Alamat_507,4
508,Zahra Lestari,Alamat_508,7
509,Zahra Nugroho,Alamat_509,4
510,Miko Siregar,Alamat_510,9
511,Hana Sutanto,Alamat_511,8
512,Gilang Fadillah,Alamat_512,9
513,Qori Maulana,Alamat_513,9
514,Dewi Sutanto,Alamat_514,3
515,Kiki Syahputra,Alamat_515,10
516,Nina Kurniawan,Alamat_516,5
517,Aisyah Siregar,Alamat_517,7
518,Hana Saputra,Alamat_518,8
519,Budi Sutanto,Alamat_519,10
520,Umi Nugroho,Alamat_520,6
521,Wawan Santoso,Alamat_521,10
522,Budi Sutanto,Alamat_522,2
523,Lina Syahputra,Alamat_523,1
524,Miko Santoso,Alamat_524,3
525,Lina Sutanto,Alamat_525,10
526,Joko Syahputra,Alamat_526,8
527,Yusuf Andriani,Alamat_527,4
528,Putri Santoso,Alamat_528,10
529,Fatimah Lestari,Alamat_529,10
530,Gilang Maulana,Alamat_530,5
531,Qori Santoso,Alamat_531,7
532,Budi Syahputra,Alamat_532,4
533,Oki Wijaya,Alamat_533,9
534,Xenia Kurniawan,Alamat_534,10
535,Yusuf Gunawan,Alamat_535,10
536,Oki Syahputra,Alamat_536,3
537,Fatimah Syahputra,Alamat_537,9
538,Tono Nugroho,Alamat_538,10
539,Xenia Andriani,Alamat_539,3
540,Hana Pratama,Alamat_540,7
541,Rizky Siregar,Alamat_541,5
542,Xenia Nugroho,Alamat_542,10
543,Wawan Saputra,Alamat_543,8
544,Rizky Rahmawati,Alamat_544,2
545,Iqbal Rahmawati,Alamat_545,2
546,Aisyah Rahmawati,Alamat_546,6
547,Budi Wijaya,Alamat_547,2
548,Fatimah Maulana,Alamat_548,10
549,Umi Andriani,Alamat_549,4
550,Vina Andriani,Alamat_550,10
551,Kiki Nugroho,Alamat_551,6
552,Vina Syahputra,Alamat_552,1
553,Putri Wijaya,Alamat_553,5
554,Zahra Syahputra,Alamat_554,5
555,Vina Andriani,Alamat_555,1
556,Iqbal Rahmawati,Alamat_556,9
557,Hana Lestari,Alamat_557,2
558,Qori Andriani,Alamat_558,1
559,Citra Andriani,Alamat_559,7
560,Xenia Pratama,Alamat_560,2
561,Putri Wijaya,Alamat_561,4
562,Oki Saputra,Alamat_562,9
563,Oki Saputra,Alamat_563,10
564,Lina Lestari,Alamat_564,10
565,Putri Kurniawan,Alamat_565,6
566,Putri Fadillah,Alamat_566,5
567,Wawan Kurniawan,Alamat_567,10
568,Abdullah Siregar,Alamat_568,10
569,Lina Nugroho,Alamat_569,2
570,Oki Maulana,Alamat_570,7
571,Rizky Saputra,Alamat_571,7
572,Vina Andriani,Alamat_572,4
573,Kiki Gunawan,Alamat_573,3
574,Iqbal Pratama,Alamat_574,5
575,Nina Lestari,Alamat_575,8
576,Citra Pratama,Alamat_576,10
577,Wawan Santoso,Alamat_577,7
578,Putri Santoso,Alamat_578,3
579,Vina Lestari,Alamat_579,10
580,Qori Kurniawan,Alamat_580,1
581,Umi Gunawan,Alamat_581,10
582,Eko Nugroho,Alamat_582,6
583,Vina Rahmawati,Alamat_583,3
584,Tono Santoso,Alamat_584,8
585,Sari Fadillah,Alamat_585,6
586,Rizky Nugroho,Alamat_586,4
587,Wawan Sutanto,Alamat_587,8
588,Miko Siregar,Alamat_588,4
589,Abdullah Wijaya,Alamat_589,5
590,Joko Siregar,Alamat_590,4
591,Budi Saputra,Alamat_591,9
592,Qori Maulana,Alamat_592,10
593,Nina Sutanto,Alamat_593,8
594,Abdullah Siregar,Alamat_594,8
595,Budi Gunawan,Alamat_595,3
596,Gilang Santoso,Alamat_596,8
597,Iqbal Lestari,Alamat_597,8
598,Rizky Wijaya,Alamat_598,8
599,Hana Kurniawan,Alamat_599,8
600,Nina Gunawan,Alamat_600,1
601,Oki Syahputra,Alamat_601,2
602,Budi Santoso,Alamat_602,5
603,Eko Kurniawan,Alamat_603,3
604,Rizky Santoso,Alamat_604,9
605,Tono Siregar,Alamat_605,1
606,Sari Kurniawan,Alamat_606,7
607,Lina Gunawan,Alamat_607,8
608,Umi Siregar,Alamat_608,1
609,Xenia Nugroho,Alamat_609,1
610,Gilang Siregar,Alamat_610,4
611,Vina Wijaya,Alamat_611,3
612,Eko Sutanto,Alamat_612,6
613,Gilang Siregar,Alamat_613,4
614,Wawan Siregar,Alamat_614,9
615,Hana Syahputra,Alamat_615,6
616,Kiki Kurniawan,Alamat_616,3
617,Miko Pratama,Alamat_617,1
618,Hana Santoso,Alamat_618,3
619,Wawan Syahputra,Alamat_619,2
620,Citra Sutanto,Alamat_620,9
621,Joko Siregar,Alamat_621,8
622,Hana Rahmawati,Alamat_622,2
623,Iqbal Wijaya,Alamat_623,9
624,Tono Siregar,Alamat_624,2
625,Putri Santoso,Alamat_625,5
626,Sari Wijaya,Alamat_626,10
627,Miko Fadillah,Alamat_627,4
628,Miko Fadillah,Alamat_628,8
629,Sari Kurniawan,Alamat_629,6
630,Gilang Santoso,Alamat_630,8
631,Qori Pratama,Alamat_631,1
632,Joko Nugroho,Alamat_632,6
633,Xenia Maulana,Alamat_633,1
634,Umi Lestari,Alamat_634,1
635,Joko Rahmawati,Alamat_635,9
636,Wawan Fadillah,Alamat_636,3
637,Gilang Siregar,Alamat_637,8
638,Sari Nugroho,Alamat_638,10
639,Eko Siregar,Alamat_639,5
640,Kiki Saputra,Alamat_640,8
641,Oki Saputra,Alamat_641,7
642,Zahra Siregar,Alamat_642,6
643,Oki Rahmawati,Alamat_643,3
644,Putri Maulana,Alamat_644,5
645,Lina Pratama,Alamat_645,5
646,Miko Santoso,Alamat_646,6
647,Qori Santoso,Alamat_647,4
648,Citra Gunawan,Alamat_648,10
649,Iqbal Fadillah,Alamat_649,9
650,Aisyah Siregar,Alamat_650,2
651,Xenia Gunawan,Alamat_651,4
652,Fatimah Maulana,Alamat_652,9
653,Aisyah Syahputra,Alamat_653,10
654,Kiki Siregar,Alamat_654,6
655,Sari Siregar,Alamat_655,4
656,Abdullah Syahputra,Alamat_656,9
657,Dewi Fadillah,Alamat_657,10
658,Dewi Siregar,Alamat_658,4
659,Dewi Rahmawati,Alamat_659,10
660,Miko Kurniawan,Alamat_660,4
661,Xenia Santoso,Alamat_661,6
662,Citra Maulana,Alamat_662,10
663,Xenia Maulana,Alamat_663,3
664,Qori Kurniawan,Alamat_664,10
665,Fatimah Kurniawan,Alamat_665,9
666,Citra Siregar,Alamat_666,2
667,Dewi Nugroho,Alamat_667,6
668,Dewi Kurniawan,Alamat_668,2
669,Eko Gunawan,Alamat_669,9
670,Aisyah Rahmawati,Alamat_670,3
671,Umi Lestari,Alamat_671,8
672,Putri Wijaya,Alamat_672,3
673,Qori Nugroho,Alamat_673,5
674,Hana Rahmawati,Alamat_674,1
675,Wawan Kurniawan,Alamat_675,8
676,Qori Syahputra,Alamat_676,9
677,Putri Wijaya,Alamat_677,1
678,Abdullah Lestari,Alamat_678,5
679,Xenia Wijaya,Alamat_679,3
680,Vina Kurniawan,Alamat_680,10
681,Zahra Lestari,Alamat_681,1
682,Iqbal Siregar,Alamat_682,5
683,Umi Santoso,Alamat_683,5
684,Abdullah Fadillah,Alamat_684,9
685,Tono Nugroho,Alamat_685,10
686,Eko Santoso,Alamat_686,1
687,Rizky Saputra,Alamat_687,10
688,Aisyah Pratama,Alamat_688,7
689,Putri Lestari,Alamat_689,9
